,gene,beta,alpha,delta,ductal,endothelial,gamma,macrophage,quiescent_stellate,activated_stellate
67,S100a6,2.5147211320275056,0.44899692251592127,0.6817805790419829,22.591141072190144,1.327625673169043,1.9889941078282785,2.8063137432220273,2.430152860052067,13.619636760740187
68,Cldn3,0.6413296163988634,0.47592928054192707,0.79011137845283,3.899704785246824,0.26292072350838386,0.7449013684914855,0.2323106841457232,0.0,0.0
69,Myl12a,0.8689994644667551,1.1073292240662687,1.2306421871475823,7.082155112334746,3.6842452156287493,2.248305595060531,2.55650430973904,2.1305669312787736,3.084879822048748
70,Onecut2,0.21868725495403463,0.4244523808896315,0.1781280166812858,5.556304071082248,0.0,0.15617376188860604,0.0,0.0,0.5789342235218394
71,Actn1,1.1444559921863144,0.9666240650938285,1.1320462756154746,8.0251396637335,2.6207866325295828,1.486524839200804,0.280305955290694,1.8281891780325417,2.7655653397364612
72,Ier3,1.2156351944968278,0.46963456769068795,0.48659796113752746,8.492608910390498,10.310283688849314,0.7753834613887002,1.0419761445034554,18.674384995204555,11.869251066479336
73,Fermt1,0.09988456928667133,0.29796776536754144,0.5625016147799272,2.7447240818222696,0.08481889296799708,0.0,0.0,0.0,0.0
74,Pecam1,0.09441119199094652,0.07235746052924215,0.06772854614785964,0.10406470346997883,6.580801959978041,0.0,0.3683941988065036,0.32331538776092483,0.8017837257372732
75,Egfl7,0.14461879372741304,0.10205926017510449,0.1900140958307645,0.12060453783110546,5.0931782826923415,0.0,0.0,0.9164949521000053,0.2672612419124244
76,Cdh5,0.06677755445197224,0.0,0.06772854614785964,0.06030226891555272,6.670570226158507,0.0,0.0,1.1669199319831562,0.26726124191242434
77,Flt1,0.057863538795646194,0.07235746052924213,0.15116621297837188,0.10406470346997884,10.888133654974256,0.0,0.0,0.5834599659915781,0.8548504142651103
78,Sparc,0.23574654219233537,0.1600840231293682,0.252497774642939,2.1475128744941476,14.839779632291732,0.15617376188860604,0.16666666666666666,7.419752620854121,25.10505399842303
79,Plvap,0.06677755445197228,0.0,0.06772854614785963,0.0,7.409559662534595,0.0,0.0,1.1834504812741944,0.8254203058555569
80,Col4a2,0.10544212698129725,0.10205926017510449,0.06772854614785961,1.1591704697052807,6.474334369339752,0.0,0.33333333333333326,3.060445633328682,2.22498302253061
81,Col4a1,0.259662738507138,0.17645978170814158,0.150043328625625,1.0530456350458184,6.1550619673498295,0.0,0.0,5.216230984142285,3.0064034224404312
82,S1pr1,0.08818939049804156,0.07235746052924215,0.0,0.0,5.629324297340238,0.0,0.9394358320501099,0.0,0.8254203058555569
83,Eng,0.0,0.0,0.0,0.0,4.511457396065422,0.0,0.16666666666666666,0.8035536244595337,0.8017837257372732
84,Serinc3,1.3631548338530515,1.0690928364614884,1.1566150716113714,1.804087374310709,4.173487275403178,1.0825669584428463,1.8727367292662518,2.4479786447104415,1.9386185179765922
85,Esam,0.17196668016583425,0.27697535735309786,0.27343834461369443,0.10406470346997883,5.731697967355719,0.21808478995509087,0.6969320524371696,1.7919028485625,0.7559289460184544
86,Tcf4,0.7656311978487064,0.6910441538684459,0.9440550894083573,0.42835776896760475,4.433430031643686,0.39969500567429617,0.5133147801223568,1.9050058211297916,1.5118578920369088
87,Cd93,0.10544212698129724,0.0,0.0,0.10406470346997883,2.5891869501183025,0.0,0.23231068414572323,0.4490714028797273,0.2672612419124244
88,Sema7a,0.09441119199094648,0.1614552175348328,0.0,0.1346429819236314,6.899761925479555,0.0,0.16666666666666666,0.4770399014024559,1.9057460827371866
89,Kdr,0.08818939049804154,0.07235746052924213,0.06772854614785963,0.06030226891555272,11.184778036360697,0.15617376188860604,0.16666666666666666,1.1728504458636773,0.8017837257372732
90,Msn,0.17656332965238214,0.25898034366969774,0.316274555654738,2.9477331499461252,4.450822587775332,0.15617376188860604,1.4832396974191326,2.8102165928620897,5.135525910130955
91,Esm1,0.08184670693388306,0.07235746052924213,0.0,0.10406470346997883,14.310934141141024,0.0,0.0,2.056554693240729,0.2672612419124244
92,B2m,1.9666321308054373,2.5897821563841017,2.0964161013812697,4.0578693812224955,14.52558781912047,0.9938837346736189,19.197883481226004,4.566499093238456,8.195750708161498
93,Emcn,0.03344500310453257,0.0,0.0,0.06030226891555274,5.446567974463215,0.0,0.0,0.14586499149789453,0.0
94,Ace2,0.1725774470089745,1.0539589316453128,0.4244862301544652,0.08512452333177464,0.08481889296799709,2.478689661701196,0.16666666666666666,0.14586499149789453,0.0
95,Ugt2b34,0.6819825291769118,1.7209102540538184,0.3745655186757468,2.052224584814308,0.14584217692177973,2.6053416048665827,0.0,0.43759497449368373,0.0
96,Tspan8,0.7327296296327654,0.6701114272140771,2.104246350519338,6.357233104153417,0.08481889296799709,3.4528178665420786,0.16666666666666666,0.7293249574894729,0.0
97,Wnt4,1.771224695944588,2.5220876025421206,0.7637187920100911,0.5016760230634789,0.20396446113862488,2.6821451189345424,0.0,0.20402970888857871,0.0
98,Etv1,0.4844612175254494,1.7040790380348958,1.3952601695325708,0.18031896828994257,0.18689189087820154,2.505116715064901,0.8333333333333334,0.14586499149789453,0.0
99,Scgn,1.72199354092494,2.277110030484724,2.132769134549678,0.08512452333177464,0.4420311220679549,2.491204038407053,0.16666666666666666,0.0,0.2672612419124244
100,Arx,0.0,0.9451184205582276,0.15116621297837185,0.08512452333177464,0.0,2.1433390863380413,0.0,0.43759497449368373,0.0
101,5330417C22Rik,1.0617568631879444,1.5479655356407498,1.8173068867984217,0.3636794931290844,0.14584217692177973,2.0609611776085823,0.0,0.0,0.0
102,Ptms,1.4697800431084704,2.1612458772841436,2.4399999930691907,1.8394915774303764,2.6498465989991775,3.3024381237164175,3.9891718518374297,2.0066955454243427,1.7177163475234933
103,Folr1,0.3818405099091811,0.4198176984983414,0.66913711013512,0.11994247681227022,0.08481889296799709,1.2405742179506642,0.0,0.0,0.0
104,Ctss,0.047271886712018804,0.07235746052924215,0.0,0.06030226891555272,0.16963778593599418,0.0,7.320334800219289,0.0,0.0
105,Laptm5,0.07475179448876183,0.0,0.0,0.0,0.0,0.0,2.7618431848636478,0.14586499149789453,0.0
106,Pla2g7,0.08184670693388311,0.07235746052924216,0.0,0.06030226891555272,1.0207420313924744,0.0,4.913538149119954,0.0,0.0
107,Fth1,4.633464225964712,2.994042030860151,3.3987396352331367,9.346657156438338,18.440807812133656,2.9392217320651235,96.57287732547185,12.438786285458844,24.167569769660926
108,Apoe,0.60386317875481,0.21605445156309905,0.1167674358906254,0.5183558305709772,1.4273495228607471,0.21808478995509087,31.818483197913014,2.1126901711992603,12.809036988447984
109,Cd74,0.15265827418496966,0.10205926017510446,0.0955616763742655,0.503945942477579,4.156376617109564,0.0,46.387695070656974,6.562374178345383,0.4258153136263201
110,Npc2,1.7375408563401877,2.2531812114836343,1.6918835293752372,1.0501935234179764,1.2095180861093344,1.959342846528882,8.652002245558126,0.7145896010104964,3.1976983480739274
111,Ftl1,6.614798439466855,4.160509274208755,5.08532032560579,5.924916178195798,6.9326563836250195,3.723033119615793,28.53997474999161,5.358817851882795,9.685153473342476
112,Lgals3,0.09441119199094647,0.7445216469503252,0.06772854614785963,2.8471944537500717,0.8553498681443905,0.15617376188860604,13.56638586347983,0.7718449849879597,0.8254203058555569
113,Fcer1g,0.21490863152628853,0.10205926017510449,0.11676743589062538,0.11994247681227024,1.1078811705887666,0.0,5.988017134774183,0.0,0.0
114,C1qa,0.5465978404323144,0.5739835805406186,0.8695392987926192,0.10406470346997884,0.0,0.5249854817969359,5.89915248150105,0.0,0.0
115,Tyrobp,0.033445003104532564,0.0,0.0,0.0,0.16963778593599418,0.0,2.9712912056160747,0.14586499149789453,0.0
116,Ctsb,5.582225624781217,4.470126801118353,2.4558546893301854,2.7398022296262847,3.9246765760595923,3.2484517888357596,29.953296980466106,4.377112282475172,3.0499504589743425
117,Psap,4.944098544612865,2.498630101390908,3.3613906764038712,1.6608374060045157,2.590958187841668,3.3619100262187627,23.96324897811859,1.6742043549150893,2.3074175660629406
118,C1qb,0.033445003104532564,0.0,0.0,0.0,0.08481889296799709,0.0,7.390899595137038,0.0,0.0
119,H2-Aa,0.11514111393962258,0.10205926017510447,0.06772854614785963,0.0,5.94089506538157,0.15617376188860604,41.76475121971212,0.29172998299578906,0.0
120,Tmsb4x,2.071130466066052,4.671100388253843,1.2620283323976549,11.63281631398107,9.508020858211422,3.1788170832529024,17.97370212988878,6.648641991641975,14.518839598835138
121,Lyz2,0.0,0.0,0.06772854614785963,0.0,0.08481889296799709,0.0,17.124659653668107,0.0,0.0
122,Srgn,0.05786353879564617,0.07235746052924215,0.06772854614785964,0.06030226891555272,4.781264917710061,0.15617376188860604,10.15541922731601,0.3233153877609249,0.8017837257372733
123,Gm13889,0.3457223791052236,0.6302295679745655,0.06772854614785963,0.12060453783110546,4.866039897195343,0.15617376188860604,0.0,12.747893479281663,2.05554730553075
124,Ednrb,0.057863538795646194,0.07235746052924215,0.09556167637426552,0.0,3.0030395056587547,0.15617376188860604,0.16666666666666666,5.763854322521419,0.36313651960128146
